,Unnamed: 0,id,dm-0,dm-1,dm-2,dm-3,dm-4,dm-5,dm-6,dm-7,dm-8,dm-9,dm-10,dt-0,dt-1,dt-2,dt-3,dt-4,dt-5,dt-6,dt-7,dt-8,dt-9,dt-10,dt-11,dt-12,dt-13,dt-14,dt-15,dt-16,dt-17,dt-18,dt-19,dt-20,dt-21,dt-22,tag
3444,3444,CSS1109241290094101455,38,33,28,40,56,21,7,4,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,2,3,3,7,4,3,3,34,27,58,83,2
3445,3445,CSS1109240090114106079,23,22,22,38,70,40,12,2,1,0,0,0,0,0,1,2,1,1,0,0,1,1,1,2,3,3,7,3,2,1,34,26,72,71,0
3447,3447,CSS1109231120234136074,35,32,27,46,62,13,3,3,5,4,0,0,0,0,1,1,1,1,1,0,1,1,1,1,3,2,6,5,3,6,36,28,74,64,5
3450,3450,CSS1109230070203125535,51,44,32,36,23,8,5,5,12,15,0,0,0,0,1,1,1,1,1,0,1,1,2,1,3,4,7,3,2,1,34,27,64,78,2
3452,3452,CSS1109211291054157070,29,27,23,34,47,11,7,13,21,17,0,0,0,0,1,2,2,1,1,1,1,0,2,1,3,3,5,5,3,9,29,28,56,77,2
3453,3453,CSS1109211210014107917,37,33,27,39,46,17,11,8,5,7,0,0,0,0,1,1,1,1,1,1,1,1,1,1,3,3,6,3,3,5,35,26,63,78,2
3454,3454,CSS1109211150844146881,29,27,25,41,55,21,11,5,2,7,8,0,0,0,1,1,1,1,0,0,1,1,1,1,3,3,6,4,3,6,36,28,61,77,2
3455,3455,CSS1109211120074116827,22,22,21,40,71,35,13,4,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,2,3,5,4,3,5,36,31,63,73,1
3456,3456,CSS1109211070144138167,34,33,30,48,58,17,5,2,1,1,0,0,0,0,1,1,1,1,0,1,0,1,1,1,3,3,6,4,3,4,36,29,67,70,3
3457,3457,CSS1109210010064139552,50,45,37,46,40,8,3,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,4,3,5,4,2,2,34,30,66,74,3
3458,3458,CSS1109210010054127979,28,26,26,41,67,31,7,2,1,1,0,0,0,0,1,2,1,1,0,0,1,1,1,1,3,3,6,4,2,2,33,28,59,82,0
3459,3459,CSS1109201210794130197,17,17,17,31,66,45,25,9,2,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,3,3,6,4,2,5,36,30,69,68,2
3460,3460,CSS1109200090054128813,43,37,28,32,39,12,5,11,11,12,0,0,0,0,1,2,1,1,0,0,1,1,1,2,3,4,7,3,2,1,35,29,73,67,5
3461,3461,CSS1109191091224136211,48,44,35,46,43,9,3,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,2,3,4,3,4,9,34,27,61,78,5
3463,3463,CSS1109190151184111644,52,46,36,41,31,16,7,0,0,0,0,0,0,0,1,2,2,1,0,0,1,1,1,1,3,4,6,3,2,3,37,29,60,75,5
3464,3464,CSS1109190121114107721,23,22,20,31,46,27,18,16,11,16,0,0,0,0,1,1,1,1,1,0,0,1,1,1,3,3,4,3,3,13,35,27,50,83,2
3465,3465,CSS1109190011114173187,45,38,30,40,40,6,4,7,4,15,1,0,0,0,1,2,1,1,0,0,0,1,1,1,2,3,4,2,4,11,35,28,62,70,2
3466,3466,CSS1109181260824120853,40,36,32,48,48,11,9,4,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,2,2,5,3,3,10,35,29,65,72,5
3467,3467,CSS1109181070024115267,48,42,33,46,42,9,4,4,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,2,6,4,4,7,35,26,62,78,5
3469,3469,CSS1109181041214127798,28,26,26,42,60,19,6,4,6,11,1,0,0,0,1,1,1,1,1,1,0,1,1,1,2,2,5,4,4,10,34,25,61,79,2
3470,3470,CSS1109181041214105836,39,32,28,42,47,18,7,4,6,8,0,0,0,0,1,1,1,1,1,1,0,1,1,1,2,2,5,4,4,10,34,25,61,79,5
3471,3471,CSS1109181011234130569,38,35,31,44,45,13,7,3,4,11,0,0,0,0,1,1,1,1,1,0,1,1,1,1,2,3,4,4,4,8,35,26,68,73,5
3473,3473,CSS1109180071244109258,78,62,41,32,8,1,2,5,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,2,2,6,4,4,7,36,24,58,82,3
3474,3474,CSS1109180071134113477,39,35,31,42,44,15,7,3,2,11,0,0,0,0,1,1,1,1,0,1,1,1,1,1,3,2,4,3,4,11,35,28,60,77,5
3475,3475,CSS1109180041254129754,25,24,22,38,63,35,19,2,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,2,2,5,4,4,9,33,25,69,72,1
3476,3476,CSS1107031350754120112,38,36,33,50,54,14,4,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,2,3,5,3,3,10,34,30,64,72,3
3477,3477,CSS1107031180794128821,50,42,32,45,41,13,5,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,3,3,6,4,3,4,36,30,71,66,5
3478,3478,CSS1107031070764142675,45,38,30,43,47,13,5,3,2,2,0,0,0,0,1,1,1,1,0,0,1,0,1,1,2,3,6,5,3,4,35,29,64,74,5
3480,3480,CSS1107030091124153498,40,36,32,46,45,15,8,4,2,2,0,0,0,0,1,1,1,1,1,1,0,1,1,1,3,2,4,3,4,11,34,28,62,75,5
3481,3481,CSS1107030071174105491,46,42,34,43,38,11,12,2,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,2,2,5,3,3,10,34,27,59,79,5
3482,3482,CSS1107030071114165760,33,30,25,34,40,20,15,13,13,6,2,0,0,0,1,1,1,1,1,1,1,1,1,1,3,2,4,3,4,11,35,27,64,73,2
3483,3483,CSS1107021180094118167,38,33,28,45,63,14,5,2,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,3,3,6,4,3,5,37,26,65,75,5
3484,3484,CSS1107021041264109182,40,36,31,45,45,11,5,3,4,9,1,0,0,0,1,1,1,1,0,1,1,0,1,1,2,2,5,4,4,8,33,29,68,70,5
3485,3485,CSS1107011150104107901,47,42,34,47,46,5,2,4,3,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,3,3,6,4,4,6,37,30,67,66,5
3486,3486,CSS1107011120104119909,38,35,30,43,54,20,5,2,3,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,3,3,5,4,4,7,36,30,63,72,5
3488,3488,CSS1107011040674116917,50,45,37,46,33,10,5,2,1,1,0,0,0,0,1,1,1,1,0,1,0,1,1,1,2,3,6,5,3,6,37,28,67,69,5
3489,3489,CSS1107011040034131568,21,20,19,35,67,45,19,4,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,3,2,6,5,4,7,35,26,77,62,1
3490,3490,CSS1107010211074141939,12,12,11,24,51,42,30,21,13,14,0,0,0,0,1,2,2,1,0,0,0,1,1,1,3,3,5,2,5,5,36,33,71,60,2
3491,3491,CSS1107010071244113143,25,21,20,31,45,28,25,19,11,3,1,0,0,0,1,1,1,1,0,1,1,1,1,1,2,2,6,4,4,7,36,24,58,82,1
3492,3492,CSS1107010040834139996,43,39,34,47,44,9,6,5,3,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,3,3,6,4,3,3,38,28,71,65,5
3493,3493,CSS1106300040664124267,36,34,29,41,40,16,12,11,5,5,0,0,0,0,1,1,1,1,0,1,0,1,1,1,2,3,6,5,4,7,38,30,61,71,5
3494,3494,CSS1106281211124109922,43,39,32,44,50,12,6,2,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,2,2,4,3,4,11,34,29,62,73,2
3495,3495,CSS1106281150754114905,48,38,29,36,36,10,4,5,9,14,0,0,0,0,1,1,1,1,0,0,1,1,1,1,3,3,7,4,2,2,36,28,65,73,2
3496,3496,CSS1106281120744122021,42,37,31,47,55,14,2,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,3,3,6,4,3,3,36,27,65,75,0
3497,3497,CSS1106281090764135376,45,39,32,45,46,15,4,1,1,2,1,0,0,0,1,1,1,1,0,0,1,1,1,1,3,3,7,4,3,3,34,28,65,75,5
3498,3498,CSS1106241070834132854,72,50,31,37,24,8,1,1,4,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,3,3,6,4,2,3,34,29,65,74,5
3499,3499,CSS1106241070734138383,48,41,34,45,46,10,4,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,2,3,6,5,3,4,35,27,66,73,3
3500,3500,CSS1106241010694118297,35,33,30,46,54,20,10,2,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,2,2,6,4,3,6,36,29,62,74,0
3501,3501,CSS1106241010684107404,37,34,31,46,56,17,6,2,1,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,2,3,5,4,4,6,37,28,69,67,5
3502,3502,CSS1106231150914161482,94,64,29,17,14,2,1,1,2,6,0,0,0,0,1,2,1,1,0,0,1,1,1,1,2,3,5,4,3,10,33,28,45,89,2
3503,3503,CSS1106231070924122777,27,25,23,41,56,19,15,15,8,1,0,0,0,0,1,2,2,1,0,0,1,1,1,2,2,4,7,5,3,9,30,26,53,78,2
3505,3505,CSS1106230040724111069,35,30,27,47,62,16,7,4,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,2,3,5,4,4,6,37,29,68,67,5
3506,3506,CSS1106210091084179317,29,27,24,42,68,30,8,1,0,0,0,0,0,0,1,2,2,1,0,0,0,0,1,1,3,3,3,1,3,12,31,26,62,78,1
3507,3507,CSS1106210071094164382,31,25,25,36,60,19,6,1,1,21,6,0,0,0,1,2,2,1,0,1,1,0,1,1,3,3,4,2,3,9,34,30,64,71,2
3508,3508,CSS1106131630404111710,24,23,21,39,62,33,12,6,4,6,0,0,0,0,1,2,2,1,0,0,0,1,1,2,4,5,12,7,3,3,25,41,77,45,5
3509,3509,CSS1106131350674124017,23,21,21,38,66,29,9,3,2,16,3,0,0,0,1,1,1,1,0,0,1,1,1,2,3,3,6,4,2,3,31,29,64,76,2
3510,3510,CSS1106131091164120795,45,40,32,38,28,12,17,13,5,1,0,0,0,0,1,2,2,1,1,1,1,1,1,1,2,3,5,4,5,13,38,21,49,81,2
3511,3511,CSS1106121180634112775,26,26,25,44,72,26,5,1,1,3,1,0,0,0,1,1,1,1,0,0,1,1,1,1,2,3,6,4,3,5,35,28,71,69,5
3512,3512,CSS1106121150614113883,46,41,34,43,46,12,5,3,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,2,2,5,4,3,5,35,29,69,70,5
3513,3513,CSS1106121120634119163,31,30,27,45,64,22,6,2,1,2,0,0,0,0,1,1,1,1,0,0,0,1,1,1,3,3,6,4,3,5,35,26,67,73,5
3514,3514,CSS1106111350474117100,41,36,29,43,53,17,6,3,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,2,2,5,4,3,7,36,31,68,69,5
3515,3515,CSS1106111320694137973,52,45,34,38,29,8,9,6,4,6,1,0,0,0,1,1,1,1,0,0,1,0,1,1,3,3,6,4,3,4,34,29,64,75,2
3516,3516,CSS1106111260764139610,45,37,28,36,40,12,14,7,7,4,0,0,0,0,1,1,1,1,1,0,0,1,1,2,2,3,6,4,3,5,33,26,55,84,5
3517,3517,CSS1106111070884131228,34,30,27,39,41,17,9,4,1,9,20,0,0,0,1,1,1,1,0,1,1,1,1,1,2,3,5,3,3,7,33,29,63,77,2
3518,3518,CSS1106101520474116185,32,26,22,41,62,22,16,6,2,2,0,0,0,0,1,2,2,1,0,0,0,0,1,1,3,3,8,5,4,4,37,30,64,67,2
3520,3520,CSS1106101350804125610,24,23,21,35,56,26,10,6,9,21,1,0,0,0,1,1,1,1,0,0,0,0,1,1,2,3,4,3,3,12,30,27,58,78,2
3521,3521,CSS1106101320834120295,28,27,25,42,52,15,11,5,1,16,10,0,0,0,1,2,2,1,1,0,1,1,1,1,3,4,6,5,5,14,27,25,35,84,2
3522,3522,CSS1106101290854138513,12,12,11,19,41,40,31,29,16,19,1,0,0,0,1,2,2,1,1,0,1,1,1,2,3,4,5,4,5,12,29,21,40,85,2
3523,3523,CSS1106091460514127317,18,16,15,28,54,34,18,7,4,16,20,0,0,0,1,2,1,1,0,0,1,0,1,1,2,3,7,5,3,3,35,30,68,69,5
3524,3524,CSS1106091430534110587,42,35,29,44,51,16,6,3,2,2,0,0,0,0,1,1,1,1,1,0,1,1,1,1,2,3,6,5,3,3,34,32,72,66,5
3525,3525,CSS1106091430394126567,30,28,25,43,55,17,8,5,4,16,1,0,0,0,1,1,1,1,0,1,0,0,1,1,2,3,6,5,4,8,34,25,61,77,2
3526,3526,CSS1106091400584128136,39,33,30,46,52,19,7,2,1,1,2,0,0,0,1,1,1,1,1,0,0,0,1,1,2,3,6,5,3,3,34,27,62,78,5
3527,3527,CSS1106091210774115315,53,47,37,45,34,9,3,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,3,3,6,4,2,3,36,31,71,66,5
3528,3528,CSS1106081041174137140,45,41,34,48,44,8,7,4,1,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,2,2,4,3,3,11,33,29,67,71,5
3529,3529,CSS1106071400654101671,24,24,21,36,62,37,19,6,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,2,3,3,6,4,2,4,32,31,62,75,0
3530,3530,CSS1106070070614107631,47,39,29,35,30,24,19,6,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,2,3,6,4,3,3,35,29,72,67,5
3531,3531,CSS1106070010614108286,34,30,27,42,54,27,11,2,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,2,3,6,4,3,4,36,30,70,67,5
3532,3532,CSS1106061121124182967,23,20,18,24,26,28,52,22,4,6,8,0,0,0,1,1,1,1,0,0,0,0,1,1,2,2,4,3,3,11,32,27,69,71,2
3533,3533,CSS1106060010764124342,22,22,20,38,67,35,16,5,2,2,0,0,0,0,1,1,1,1,0,0,1,1,1,1,2,3,6,4,3,4,36,31,71,65,5
3534,3534,CSS1106051350744108815,28,25,21,28,32,28,49,15,2,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,2,3,5,3,3,8,32,31,65,73,3
3536,3536,CSS1106051150794129411,54,42,29,41,46,12,4,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,2,3,6,4,2,3,34,31,71,68,5
3539,3539,CSS1106040070854120186,46,41,30,36,23,10,17,21,4,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,3,3,6,4,3,4,34,29,72,67,5
3540,3540,CSS1106040010704126932,47,41,34,42,30,9,8,5,4,8,3,0,0,0,1,1,1,1,0,1,0,1,1,1,2,2,6,4,3,6,36,30,69,69,5
3541,3541,CSS1106030120874113978,33,28,22,42,73,22,7,2,1,0,0,0,0,0,1,2,1,1,0,0,1,0,1,1,3,3,6,4,2,2,34,31,73,66,2
3542,3542,CSS1106030090804118443,30,29,27,44,61,27,9,2,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,3,3,6,4,3,3,35,33,75,62,0
3544,3544,CSS1106021230774137681,48,41,32,40,37,12,12,5,2,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,3,3,6,4,3,5,35,31,72,66,5
3545,3545,CSS1105271320664124545,34,30,25,45,64,22,5,2,2,2,0,0,0,0,1,1,1,1,0,0,1,1,1,1,3,3,6,4,3,3,33,30,66,74,5
3546,3546,CSS1105271290664147324,31,29,26,43,58,25,11,5,2,1,0,0,0,0,1,1,1,1,0,1,0,1,1,1,3,3,6,5,3,4,35,31,64,72,5
3547,3547,CSS1105271260674101879,40,36,30,46,50,15,8,3,1,2,0,0,0,0,1,1,1,1,1,0,1,0,1,1,3,3,6,5,3,3,35,32,67,70,5
3548,3548,CSS1105270041164147506,41,36,30,37,30,15,17,20,3,2,0,0,0,0,1,1,1,1,0,1,0,1,1,1,2,2,4,3,3,10,34,29,67,71,2
3549,3549,CSS1105261210664103986,74,57,36,33,20,5,2,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,2,3,6,4,3,4,34,28,70,70,3
3551,3551,CSS1105251230744110738,51,43,31,40,40,13,5,3,2,3,0,0,0,0,1,1,1,1,0,0,1,1,1,1,2,3,6,4,3,3,33,30,69,72,5
3552,3552,CSS1105251210754139550,49,40,30,41,46,13,4,3,2,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,3,3,6,4,2,2,34,31,70,69,5
3553,3553,CSS1105251150824111853,37,33,29,48,52,16,11,3,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,2,3,6,4,3,4,34,27,63,77,5
3554,3554,CSS1105251150774137168,55,44,31,37,46,13,3,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,3,3,6,4,2,3,35,29,72,68,5
3555,3555,CSS1105250120744147105,35,32,27,43,53,19,15,5,1,1,0,0,0,0,1,1,1,1,0,1,0,1,1,1,3,2,6,5,3,6,35,29,64,73,5
3556,3556,CSS1105250041124147194,44,39,32,44,52,9,5,4,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,2,2,4,3,3,11,33,27,67,73,5
3557,3557,CSS1105250040794109366,48,41,32,43,36,11,9,3,6,2,0,0,0,0,1,1,1,1,0,0,0,1,1,1,2,3,6,4,3,3,37,31,72,64,2
3559,3559,CSS1105241150644113130,25,24,23,43,74,30,5,1,1,3,1,0,0,0,1,1,1,1,0,0,1,0,1,1,2,3,6,4,3,4,35,30,75,64,0
3560,3560,CSS1105241010704124644,43,41,36,55,47,4,2,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,2,2,6,4,3,6,36,29,68,70,0
3561,3561,CSS1105201290594110800,33,31,26,41,53,20,10,3,3,8,0,0,0,0,1,1,1,1,0,1,1,1,1,1,2,2,6,5,3,4,36,30,64,73,5
3562,3562,CSS1105201121174113562,31,30,27,44,57,20,7,3,3,4,5,0,0,0,1,1,1,1,1,0,0,1,1,1,2,2,4,2,3,10,34,29,67,71,2
3563,3563,CSS1105201010824136363,20,18,17,32,52,30,14,11,9,27,2,0,0,0,1,1,1,1,0,0,0,0,1,2,3,4,7,5,3,3,34,22,68,74,2
3564,3564,CSS1105200150784122250,31,29,26,42,49,20,9,5,4,15,1,0,0,0,1,2,1,1,1,1,0,1,1,1,2,3,6,4,3,5,36,28,75,64,2
3565,3565,CSS1105141660354112704,34,26,23,37,49,29,17,4,2,8,0,0,0,0,1,3,2,1,0,0,1,0,0,1,4,5,11,6,3,5,26,36,66,61,5
3566,3566,CSS1105141600304117225,11,9,10,18,42,35,34,26,19,25,1,0,0,0,1,2,2,1,0,0,0,1,0,1,2,3,6,5,4,7,34,29,73,63,1
3567,3567,CSS1105140070484114297,40,36,31,45,43,16,8,3,1,7,0,0,0,0,1,2,1,1,0,0,0,0,1,1,3,3,5,4,2,3,34,31,76,65,5
3568,3568,CSS1105131490324110809,26,24,22,39,64,36,13,4,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,3,3,5,5,4,6,36,32,77,55,1
3570,3570,CSS1105130260734133788,46,40,29,28,26,11,3,17,22,8,0,0,0,0,2,4,3,1,0,0,0,0,1,1,5,4,10,3,1,0,36,38,74,48,2
3571,3571,CSS1105130041134149159,28,27,24,40,50,20,13,14,10,4,1,0,0,0,1,1,1,1,0,1,1,1,1,1,2,2,4,3,3,11,33,27,66,73,2
3572,3572,CSS1105121350644129864,14,14,13,23,50,39,36,23,13,6,0,0,0,0,1,1,1,1,0,0,0,1,1,1,2,3,6,4,3,3,31,29,67,75,1
3573,3573,CSS1105121350404109472,25,24,23,40,62,25,12,8,6,6,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,2,5,4,3,7,35,30,71,67,2
3574,3574,CSS1105121290674113405,41,36,30,43,50,17,8,4,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,2,3,6,4,3,4,33,30,65,73,5
3575,3575,CSS1105121180714104146,45,38,29,37,47,14,4,5,5,6,0,0,0,0,1,1,1,1,0,1,0,1,1,1,2,3,6,4,3,4,33,27,66,76,5
3576,3576,CSS1105120260674103467,45,36,18,20,31,9,5,4,16,40,7,0,0,0,2,5,4,1,0,0,0,2,2,1,7,5,13,2,0,0,47,41,86,15,5
3577,3577,CSS1105081150804135655,24,24,23,41,71,33,9,2,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,2,3,6,4,3,4,35,31,72,66,0
3578,3578,CSS1105071350744129416,38,32,29,42,53,16,6,7,6,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,2,3,5,3,3,8,32,31,67,70,2
3579,3579,CSS1105070040714143962,43,38,32,41,47,18,9,2,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,2,3,6,4,3,5,36,28,67,72,5
3581,3581,CSS1105061460454102381,26,25,22,34,43,37,27,10,3,2,1,0,0,0,1,2,1,1,1,1,0,1,1,1,2,3,6,5,4,5,33,26,73,68,0
3583,3583,CSS1105060040854123997,30,26,25,41,50,17,11,11,8,10,0,0,0,0,1,2,1,1,1,0,0,1,1,1,3,3,6,4,3,4,36,28,59,76,2
3584,3584,CSS1105041380544116798,40,33,27,43,53,16,12,5,2,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,2,3,6,4,3,3,35,28,64,77,5
3585,3585,CSS1105041380534110947,39,34,29,45,49,19,10,3,1,1,2,0,0,0,1,1,1,1,0,0,0,1,1,1,2,3,6,4,3,3,35,28,65,75,5
3586,3586,CSS1105040010554104018,40,34,27,39,50,17,6,9,5,2,0,0,0,0,1,1,1,1,1,0,0,1,1,1,2,3,6,5,3,4,35,28,71,70,5
3587,3587,CSS1105031630324106508,30,26,23,42,54,24,14,6,6,6,0,0,0,0,1,3,2,1,0,0,0,0,1,0,4,3,7,4,3,6,34,32,78,53,2
3588,3588,CSS1105031400494106710,29,27,25,41,68,27,8,3,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,2,3,5,4,3,5,34,27,69,73,1
3589,3589,CSS1105031290534135294,44,39,32,48,53,8,1,1,2,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,2,2,5,4,3,7,36,30,66,71,0
3590,3590,CSS1105031290524128495,29,27,25,45,71,25,6,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,2,2,5,4,3,7,36,30,69,69,0
3591,3591,CSS1105031210794111023,26,24,23,39,66,39,11,2,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,3,3,5,4,2,5,35,31,72,66,0
3592,3592,CSS1105030040504134031,44,39,35,45,46,15,4,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,2,3,6,4,3,3,35,29,65,75,5
3593,3593,CSS1105030010494139841,45,40,33,44,48,16,2,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,2,3,6,4,3,4,36,28,72,68,5
3594,3594,CSS1105021550224130765,30,29,25,39,66,28,8,1,1,3,1,0,0,0,1,1,1,1,0,0,0,0,1,1,2,3,6,5,4,8,39,34,75,51,5
3595,3595,CSS1105021350554101034,42,34,29,46,52,12,10,3,1,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,3,3,6,5,3,3,36,28,61,79,5
3596,3596,CSS1105011520514108884,30,24,23,39,71,31,8,3,1,0,0,0,0,0,1,2,1,1,0,0,0,0,1,2,3,3,8,5,3,4,34,30,68,67,1
3597,3597,CSS1105011520504112888,47,38,27,45,44,13,5,6,4,2,0,0,0,0,1,2,1,1,0,0,0,0,1,1,3,4,8,5,3,4,34,31,67,66,5
3598,3598,CSS1105011210504111881,41,37,32,45,46,14,9,5,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,2,5,4,3,8,34,29,62,76,2
3599,3599,CSS1104301320434110403,18,17,15,27,54,41,30,17,8,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,2,2,5,4,3,6,33,29,70,71,2
3602,3602,CSS1104291230534105550,25,24,21,37,68,35,11,4,3,3,0,0,0,0,1,1,1,1,1,0,0,1,1,1,2,2,6,5,4,8,42,38,79,41,0
3603,3603,CSS1104291210594142890,55,46,31,37,39,9,9,2,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,3,3,7,5,4,5,45,39,80,34,5
3604,3604,CSS1104291210564131045,34,30,28,47,60,19,5,2,2,3,0,0,0,0,1,1,1,1,1,0,0,1,1,1,3,2,6,5,4,9,44,38,80,37,0
3605,3605,CSS1104291180564125364,42,37,32,46,49,13,5,1,2,3,0,0,0,0,1,1,1,1,1,0,0,1,1,1,2,2,6,5,4,9,44,39,78,37,5
3606,3606,CSS1104291120774130563,51,40,30,43,46,12,2,3,2,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,3,3,6,4,2,2,35,29,71,69,5
3607,3607,CSS1104290011144106641,43,39,32,43,45,14,7,2,1,2,1,0,0,0,1,1,1,1,0,0,0,1,1,1,2,2,4,3,3,11,33,28,63,75,5
3608,3608,CSS1104281430634140646,37,28,24,48,55,15,6,3,2,4,9,0,0,0,1,1,1,1,0,0,0,1,1,1,3,3,6,4,3,4,33,31,67,70,2
3609,3609,CSS1104281400414125978,43,37,29,38,46,21,9,3,1,3,1,0,0,0,1,1,1,1,1,0,0,1,1,1,2,3,5,5,3,7,36,30,70,67,5
3611,3611,CSS1104281210694109673,31,29,26,43,65,23,9,3,1,1,1,0,0,0,1,1,1,1,0,1,0,1,1,1,3,3,6,5,3,3,35,29,72,68,0
3612,3612,CSS1104271490494115473,88,63,40,18,5,7,8,1,0,0,0,0,0,0,1,2,2,1,0,0,0,0,1,1,4,4,10,6,5,5,40,20,46,87,2
3613,3613,CSS1104271490474133022,47,29,19,38,51,14,7,4,2,18,0,0,0,0,1,2,1,1,0,1,0,1,1,1,3,3,7,4,4,3,36,27,69,70,5
3614,3614,CSS1104271490444118661,38,32,26,38,45,16,11,13,8,3,0,0,0,0,1,2,1,1,1,1,0,0,1,1,2,3,6,5,4,4,34,30,74,65,5
3616,3616,CSS1104271460514137429,54,48,37,41,31,10,6,1,1,1,0,0,0,0,1,2,1,1,0,0,1,0,1,1,2,3,7,5,3,3,35,30,68,69,1
3617,3617,CSS1104271460514101819,52,37,27,50,49,7,2,2,1,4,1,0,0,0,1,2,1,1,0,0,1,0,1,1,3,3,8,6,3,3,39,31,63,65,7
3619,3619,CSS1104271430614143655,17,18,17,32,66,42,22,10,4,2,0,0,0,0,1,1,1,1,0,0,0,0,1,2,3,3,6,5,3,3,34,33,70,65,1
3620,3620,CSS1104271430584112013,33,29,27,48,63,17,5,3,2,3,0,0,0,0,1,1,1,1,0,0,0,1,1,1,3,3,7,5,3,3,36,28,64,73,0
3621,3621,CSS1104271430524118195,26,25,24,42,68,27,8,4,4,3,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,3,6,5,3,3,35,30,71,68,5
3622,3622,CSS1104271400574107911,21,21,21,37,73,40,13,2,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,2,3,7,5,3,2,35,28,65,73,0
3623,3623,CSS1104270090804120222,45,40,34,49,39,11,8,3,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,3,3,6,4,3,3,36,33,75,61,5
3624,3624,CSS1104261400684131134,21,21,20,37,68,36,16,7,3,3,1,0,0,0,1,1,1,1,0,0,1,1,1,1,2,3,5,3,2,6,35,29,66,72,1
3625,3625,CSS1104261350714125700,49,37,30,40,48,14,5,4,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,3,3,6,4,3,5,32,31,67,72,5
3626,3626,CSS1104261260724113314,21,19,18,33,64,43,20,6,3,2,0,0,0,0,1,1,1,1,0,1,1,1,1,1,2,3,6,4,3,3,33,31,69,70,0
